Entity,Code,Year,"Crops - Cocoa, beans - 661 - Production - 5510 - tonnes"
Sao Tome and Principe,STP,1994,4500
Sao Tome and Principe,STP,1995,3671
Sao Tome and Principe,STP,1996,3753
Sao Tome and Principe,STP,1997,3138
Sao Tome and Principe,STP,1998,3928
Sao Tome and Principe,STP,1999,4197
Sao Tome and Principe,STP,2000,3418
Sao Tome and Principe,STP,2001,3652
Sao Tome and Principe,STP,2002,3462
Sao Tome and Principe,STP,2003,3820
Sao Tome and Principe,STP,2004,2500
Sao Tome and Principe,STP,2005,1843
Sao Tome and Principe,STP,2006,1900
Sao Tome and Principe,STP,2007,2800
Sao Tome and Principe,STP,2008,2000
Sao Tome and Principe,STP,2009,2500
Sao Tome and Principe,STP,2010,2600
Sao Tome and Principe,STP,2011,2219
Sao Tome and Principe,STP,2012,2230
Sao Tome and Principe,STP,2013,2617
Sao Tome and Principe,STP,2014,3200
Sao Tome and Principe,STP,2015,3000
Sao Tome and Principe,STP,2016,3001
Sao Tome and Principe,STP,2017,3501
Sao Tome and Principe,STP,2018,3046
Sierra Leone,SLE,1961,2840
Sierra Leone,SLE,1962,4780
Sierra Leone,SLE,1963,3310
Sierra Leone,SLE,1964,3180
Sierra Leone,SLE,1965,2980
Sierra Leone,SLE,1966,4534
Sierra Leone,SLE,1967,3869
Sierra Leone,SLE,1968,5039
Sierra Leone,SLE,1969,3782
Sierra Leone,SLE,1970,5080
Sierra Leone,SLE,1971,4770
Sierra Leone,SLE,1972,7028
Sierra Leone,SLE,1973,7931
Sierra Leone,SLE,1974,5933
Sierra Leone,SLE,1975,6340
Sierra Leone,SLE,1976,5790
Sierra Leone,SLE,1977,5454
Sierra Leone,SLE,1978,7100
Sierra Leone,SLE,1979,9111
Sierra Leone,SLE,1980,8497
Sierra Leone,SLE,1981,9026
Sierra Leone,SLE,1982,15100
Sierra Leone,SLE,1983,12500
Sierra Leone,SLE,1984,16600
Sierra Leone,SLE,1985,18600
Sierra Leone,SLE,1986,20900
Sierra Leone,SLE,1987,23500
Sierra Leone,SLE,1988,23700
Sierra Leone,SLE,1989,24200
Sierra Leone,SLE,1990,24000
Sierra Leone,SLE,1991,24000
Sierra Leone,SLE,1992,5400
Sierra Leone,SLE,1993,5400
Sierra Leone,SLE,1994,11737
Sierra Leone,SLE,1995,10000
Sierra Leone,SLE,1996,11000
Sierra Leone,SLE,1997,13000
Sierra Leone,SLE,1998,14500
Sierra Leone,SLE,1999,10920
Sierra Leone,SLE,2000,12000
Sierra Leone,SLE,2001,11000
Sierra Leone,SLE,2002,11500
Sierra Leone,SLE,2003,12000
Sierra Leone,SLE,2004,13500
Sierra Leone,SLE,2005,15000
Sierra Leone,SLE,2006,13940
Sierra Leone,SLE,2007,14000
Sierra Leone,SLE,2008,10500
Sierra Leone,SLE,2009,10000
Sierra Leone,SLE,2010,19700
Sierra Leone,SLE,2011,18000
Sierra Leone,SLE,2012,18000
Sierra Leone,SLE,2013,14850
Sierra Leone,SLE,2014,16547
Sierra Leone,SLE,2015,16600
Sierra Leone,SLE,2016,47705
Sierra Leone,SLE,2017,48903
Sierra Leone,SLE,2018,50150
Small island developing States,,1961,76622
Small island developing States,,1962,81032
Small island developing States,,1963,86402
Small island developing States,,1964,91677
Small island developing States,,1965,73348
Small island developing States,,1966,76989
Small island developing States,,1967,76974
Small island developing States,,1968,82329
Small island developing States,,1969,78555
Small island developing States,,1970,93391
Small island developing States,,1971,89753
Small island developing States,,1972,94033
Small island developing States,,1973,86248
Small island developing States,,1974,98234
Small island developing States,,1975,91837
Small island developing States,,1976,87168
Small island developing States,,1977,84132
Small island developing States,,1978,90429
Small island developing States,,1979,86621
Small island developing States,,1980,78658
Small island developing States,,1981,86635
Small island developing States,,1982,82525
Small island developing States,,1983,92486
Small island developing States,,1984,97057
Small island developing States,,1985,91200
Small island developing States,,1986,91321
Small island developing States,,1987,98520
Small island developing States,,1988,97152
Small island developing States,,1989,117707
Small island developing States,,1990,105619
Small island developing States,,1991,102097
Small island developing States,,1992,110526
Small island developing States,,1993,113729
Small island developing States,,1994,116884
Small island developing States,,1995,112234
Small island developing States,,1996,119011
Small island developing States,,1997,113358
Small island developing States,,1998,110252
Small island developing States,,1999,80151
Small island developing States,,2000,103843
Small island developing States,,2001,100218
Small island developing States,,2002,106554
Small island developing States,,2003,109761
Small island developing States,,2004,105063
Small island developing States,,2005,96719
Small island developing States,,2006,115985
Small island developing States,,2007,113976
Small island developing States,,2008,117334
Small island developing States,,2009,136597
Small island developing States,,2010,123253
Small island developing States,,2011,126952
Small island developing States,,2012,137675
Small island developing States,,2013,136632
Small island developing States,,2014,145407
Small island developing States,,2015,148661
Small island developing States,,2016,154764
Small island developing States,,2017,159053
Small island developing States,,2018,157417
Solomon Islands,SLB,1961,12
Solomon Islands,SLB,1962,24
Solomon Islands,SLB,1963,40
Solomon Islands,SLB,1964,64
Solomon Islands,SLB,1965,80
Solomon Islands,SLB,1966,97
Solomon Islands,SLB,1967,62
Solomon Islands,SLB,1968,107
Solomon Islands,SLB,1969,97
Solomon Islands,SLB,1970,131
Solomon Islands,SLB,1971,119
Solomon Islands,SLB,1972,64
Solomon Islands,SLB,1973,85
Solomon Islands,SLB,1974,109
Solomon Islands,SLB,1975,197
Solomon Islands,SLB,1976,114
Solomon Islands,SLB,1977,166
Solomon Islands,SLB,1978,235
Solomon Islands,SLB,1979,309
Solomon Islands,SLB,1980,346
Solomon Islands,SLB,1981,592
Solomon Islands,SLB,1982,668
Solomon Islands,SLB,1983,1169
Solomon Islands,SLB,1984,1709
Solomon Islands,SLB,1985,1723
Solomon Islands,SLB,1986,1889
Solomon Islands,SLB,1987,2681
Solomon Islands,SLB,1988,2651
Solomon Islands,SLB,1989,3299
Solomon Islands,SLB,1990,3895
Solomon Islands,SLB,1991,4615
Solomon Islands,SLB,1992,4159
Solomon Islands,SLB,1993,3297
Solomon Islands,SLB,1994,3337
Solomon Islands,SLB,1995,2482
Solomon Islands,SLB,1996,2464
Solomon Islands,SLB,1997,3907
Solomon Islands,SLB,1998,3454
Solomon Islands,SLB,1999,2395
Solomon Islands,SLB,2000,2316
Solomon Islands,SLB,2001,2038
Solomon Islands,SLB,2002,2907
Solomon Islands,SLB,2003,4587
Solomon Islands,SLB,2004,4181
Solomon Islands,SLB,2005,4928
Solomon Islands,SLB,2006,3835
Solomon Islands,SLB,2007,4342
Solomon Islands,SLB,2008,4326
Solomon Islands,SLB,2009,4553
Solomon Islands,SLB,2010,5376
Solomon Islands,SLB,2011,6495
Solomon Islands,SLB,2012,4600
Solomon Islands,SLB,2013,4700
Solomon Islands,SLB,2014,4811
Solomon Islands,SLB,2015,4862
Solomon Islands,SLB,2016,4925
Solomon Islands,SLB,2017,4959
Solomon Islands,SLB,2018,5004
South America,,1961,235178
South America,,1962,222517
South America,,1963,228366
South America,,1964,232385
South America,,1965,251205
South America,,1966,264709
South America,,1967,297271
South America,,1968,271596
South America,,1969,299802
South America,,1970,292072
South America,,1971,333957
South America,,1972,332772
South America,,1973,305233
South America,,1974,380860
South America,,1975,408600
South America,,1976,346979
South America,,1977,372473
South America,,1978,410476
South America,,1979,470028
South America,,1980,467794
South America,,1981,476887
South America,,1982,509204
South America,,1983,484686
South America,,1984,467515
South America,,1985,626128
South America,,1986,622789
South America,,1987,470352
South America,,1988,547525
South America,,1989,565930
South America,,1990,443312
South America,,1991,505547
South America,,1992,513300
South America,,1993,516136
South America,,1994,496539
South America,,1995,482679
South America,,1996,440473
South America,,1997,461460
South America,,1998,410863
South America,,1999,390527
South America,,2000,344253
South America,,2001,341837
South America,,2002,314043
South America,,2003,344034
South America,,2004,372422
South America,,2005,386230
South America,,2006,388696
South America,,2007,382772
South America,,2008,400624
South America,,2009,446412
South America,,2010,479433
South America,,2011,594239
South America,,2012,527887
South America,,2013,540067
South America,,2014,588691
South America,,2015,636603
South America,,2016,586048
South America,,2017,649375
South America,,2018,693479
South Eastern Asia,,1961,4851
South Eastern Asia,,1962,4917
South Eastern Asia,,1963,4744
South Eastern Asia,,1964,5995
South Eastern Asia,,1965,6341
South Eastern Asia,,1966,6892
South Eastern Asia,,1967,7003
South Eastern Asia,,1968,7674
South Eastern Asia,,1969,8933
South Eastern Asia,,1970,9258
South Eastern Asia,,1971,10129
South Eastern Asia,,1972,10321
South Eastern Asia,,1973,12166
South Eastern Asia,,1974,17791
South Eastern Asia,,1975,20134
South Eastern Asia,,1976,22299
South Eastern Asia,,1977,25293
South Eastern Asia,,1978,30477
South Eastern Asia,,1979,40994
South Eastern Asia,,1980,50117
South Eastern Asia,,1981,66650
South Eastern Asia,,1982,83928
South Eastern Asia,,1983,93433
South Eastern Asia,,1984,121656
South Eastern Asia,,1985,139186
South Eastern Asia,,1986,171291
South Eastern Asia,,1987,226472
South Eastern Asia,,1988,318852
South Eastern Asia,,1989,363298
South Eastern Asia,,1990,399626
South Eastern Asia,,1991,414906
South Eastern Asia,,1992,435113
South Eastern Asia,,1993,466198
South Eastern Asia,,1994,427268
South Eastern Asia,,1995,418294
South Eastern Asia,,1996,479249
South Eastern Asia,,1997,444028
South Eastern Asia,,1998,554529
South Eastern Asia,,1999,459310
South Eastern Asia,,2000,499158
South Eastern Asia,,2001,602594
South Eastern Asia,,2002,673784
South Eastern Asia,,2003,738685
South Eastern Asia,,2004,732055
South Eastern Asia,,2005,783657
South Eastern Asia,,2006,807958
South Eastern Asia,,2007,781483
South Eastern Asia,,2008,837653
South Eastern Asia,,2009,833787
South Eastern Asia,,2010,866204
South Eastern Asia,,2011,722331
South Eastern Asia,,2012,749449
South Eastern Asia,,2013,728812
South Eastern Asia,,2014,736803
South Eastern Asia,,2015,601382
South Eastern Asia,,2016,665131
South Eastern Asia,,2017,668118
South Eastern Asia,,2018,603628
Southern Asia,,1961,3378
Southern Asia,,1962,3200
Southern Asia,,1963,3300
Southern Asia,,1964,2700
Southern Asia,,1965,2200
Southern Asia,,1966,2500
Southern Asia,,1967,2700
Southern Asia,,1968,2200
Southern Asia,,1969,1800
Southern Asia,,1970,2300
Southern Asia,,1971,2200
Southern Asia,,1972,2000
Southern Asia,,1973,1300
Southern Asia,,1974,2000
Southern Asia,,1975,2000
Southern Asia,,1976,1400
Southern Asia,,1977,2000
Southern Asia,,1978,2500
Southern Asia,,1979,2800
Southern Asia,,1980,8400
Southern Asia,,1981,8700
Southern Asia,,1982,9000
Southern Asia,,1983,8500
Southern Asia,,1984,8500
Southern Asia,,1985,8500
Southern Asia,,1986,8500
Southern Asia,,1987,9500
Southern Asia,,1988,9600
Southern Asia,,1989,9900
Southern Asia,,1990,10178
Southern Asia,,1991,10639
Southern Asia,,1992,11733
Southern Asia,,1993,9400
Southern Asia,,1994,10354
Southern Asia,,1995,9362
Southern Asia,,1996,9931
Southern Asia,,1997,9397
Southern Asia,,1998,9042
Southern Asia,,1999,8918
Southern Asia,,2000,10061
Southern Asia,,2001,9950
Southern Asia,,2002,9700
Southern Asia,,2003,10427
Southern Asia,,2004,11200
Southern Asia,,2005,11130
Southern Asia,,2006,11735
Southern Asia,,2007,11620
Southern Asia,,2008,12280
Southern Asia,,2009,13570
Southern Asia,,2010,14630
Southern Asia,,2011,16030
Southern Asia,,2012,14670
Southern Asia,,2013,14610
Southern Asia,,2014,16812
Southern Asia,,2015,17660
Southern Asia,,2016,18723
Southern Asia,,2017,20485
Southern Asia,,2018,19448
Sri Lanka,LKA,1961,3378
Sri Lanka,LKA,1962,3200
Sri Lanka,LKA,1963,3300
Sri Lanka,LKA,1964,2700
Sri Lanka,LKA,1965,2200
Sri Lanka,LKA,1966,2500
Sri Lanka,LKA,1967,2700
Sri Lanka,LKA,1968,2200
Sri Lanka,LKA,1969,1800
Sri Lanka,LKA,1970,2300
Sri Lanka,LKA,1971,2200
Sri Lanka,LKA,1972,2000
Sri Lanka,LKA,1973,1300
Sri Lanka,LKA,1974,2000
Sri Lanka,LKA,1975,2000
Sri Lanka,LKA,1976,1400
Sri Lanka,LKA,1977,1700
Sri Lanka,LKA,1978,2000
Sri Lanka,LKA,1979,2000
Sri Lanka,LKA,1980,2400
Sri Lanka,LKA,1981,2700
Sri Lanka,LKA,1982,3000
Sri Lanka,LKA,1983,2500
Sri Lanka,LKA,1984,2500
Sri Lanka,LKA,1985,2500
Sri Lanka,LKA,1986,2500
Sri Lanka,LKA,1987,2500
Sri Lanka,LKA,1988,3600
Sri Lanka,LKA,1989,3900
Sri Lanka,LKA,1990,4178
Sri Lanka,LKA,1991,4639
Sri Lanka,LKA,1992,5733
Sri Lanka,LKA,1993,3400
Sri Lanka,LKA,1994,3612
Sri Lanka,LKA,1995,3590
Sri Lanka,LKA,1996,3649
Sri Lanka,LKA,1997,3700
Sri Lanka,LKA,1998,3761
Sri Lanka,LKA,1999,3720
Sri Lanka,LKA,2000,3700
Sri Lanka,LKA,2001,3410
Sri Lanka,LKA,2002,2920
Sri Lanka,LKA,2003,2030
Sri Lanka,LKA,2004,1970
Sri Lanka,LKA,2005,1880
Sri Lanka,LKA,2006,1560
Sri Lanka,LKA,2007,1440
Sri Lanka,LKA,2008,1720
Sri Lanka,LKA,2009,1750
Sri Lanka,LKA,2010,1730
Sri Lanka,LKA,2011,1630
Sri Lanka,LKA,2012,1670
Sri Lanka,LKA,2013,1610
Sri Lanka,LKA,2014,1812
Sri Lanka,LKA,2015,1660
Sri Lanka,LKA,2016,1723
Sri Lanka,LKA,2017,1485
Sri Lanka,LKA,2018,2115
Suriname,SUR,1961,162
Suriname,SUR,1962,352
Suriname,SUR,1963,301
Suriname,SUR,1964,228
Suriname,SUR,1965,243
Suriname,SUR,1966,185
Suriname,SUR,1967,154
Suriname,SUR,1968,78
Suriname,SUR,1969,127
Suriname,SUR,1970,106
Suriname,SUR,1971,83
Suriname,SUR,1972,58
Suriname,SUR,1973,50
Suriname,SUR,1974,54
Suriname,SUR,1975,55
Suriname,SUR,1976,58
Suriname,SUR,1977,61
Suriname,SUR,1978,47
Suriname,SUR,1979,83
Suriname,SUR,1980,65
Suriname,SUR,1981,75
Suriname,SUR,1982,30
Suriname,SUR,1983,35
Suriname,SUR,1984,40
Suriname,SUR,1985,36
Suriname,SUR,1986,100
Suriname,SUR,1987,27
Suriname,SUR,1988,18
Suriname,SUR,1989,20
Suriname,SUR,1990,17
Suriname,SUR,1991,26
Suriname,SUR,1992,21
Suriname,SUR,1993,30
Suriname,SUR,1994,43
Suriname,SUR,1995,25
Suriname,SUR,1996,22
Suriname,SUR,1997,14
Suriname,SUR,1998,12
Suriname,SUR,1999,9
Suriname,SUR,2000,7
Suriname,SUR,2001,8
Suriname,SUR,2002,9
Suriname,SUR,2003,9
Suriname,SUR,2004,9
Suriname,SUR,2005,9
Suriname,SUR,2006,8
Suriname,SUR,2007,7
Suriname,SUR,2008,6
Suriname,SUR,2009,6
Suriname,SUR,2010,6
Suriname,SUR,2011,6
Suriname,SUR,2012,6
Suriname,SUR,2013,5
Suriname,SUR,2014,4
Suriname,SUR,2015,5
Suriname,SUR,2016,5
Suriname,SUR,2017,5
Suriname,SUR,2018,5
Tanzania,TZA,1961,450
Tanzania,TZA,1962,300
Tanzania,TZA,1963,200
Tanzania,TZA,1964,150
Tanzania,TZA,1965,100
Tanzania,TZA,1966,100
Tanzania,TZA,1967,200
Tanzania,TZA,1968,400
Tanzania,TZA,1969,400
Tanzania,TZA,1970,400
Tanzania,TZA,1971,500
Tanzania,TZA,1972,600
Tanzania,TZA,1973,600
Tanzania,TZA,1974,700
Tanzania,TZA,1975,900
Tanzania,TZA,1976,800
Tanzania,TZA,1977,753
Tanzania,TZA,1978,1570
Tanzania,TZA,1979,1100
Tanzania,TZA,1980,1051
Tanzania,TZA,1981,974
Tanzania,TZA,1982,1159
Tanzania,TZA,1983,1405
Tanzania,TZA,1984,1445
Tanzania,TZA,1985,1235
Tanzania,TZA,1986,1591
Tanzania,TZA,1987,1982
Tanzania,TZA,1988,1983
Tanzania,TZA,1989,2232
Tanzania,TZA,1990,2124
Tanzania,TZA,1991,2463
Tanzania,TZA,1992,2302
Tanzania,TZA,1993,2000
Tanzania,TZA,1994,800
Tanzania,TZA,1995,2700
Tanzania,TZA,1996,2500
Tanzania,TZA,1997,3200
Tanzania,TZA,1998,3200
Tanzania,TZA,1999,3692
Tanzania,TZA,2000,2100
Tanzania,TZA,2001,2300
Tanzania,TZA,2002,4000
Tanzania,TZA,2003,4500
Tanzania,TZA,2004,3500
Tanzania,TZA,2005,5000
Tanzania,TZA,2006,6900
Tanzania,TZA,2007,7000
Tanzania,TZA,2008,7000
Tanzania,TZA,2009,8500
Tanzania,TZA,2010,8000
Tanzania,TZA,2011,9500
Tanzania,TZA,2012,9000
Tanzania,TZA,2013,6000
Tanzania,TZA,2014,6158
Tanzania,TZA,2015,8465
Tanzania,TZA,2016,8308
Tanzania,TZA,2017,8520
Tanzania,TZA,2018,8733
Thailand,THA,1980,300
Thailand,THA,1981,300
Thailand,THA,1982,300
Thailand,THA,1983,300
Thailand,THA,1984,300
Thailand,THA,1985,300
Thailand,THA,1986,300
Thailand,THA,1987,400
Thailand,THA,1988,400
Thailand,THA,1989,400
Thailand,THA,1990,400
Thailand,THA,1991,400
Thailand,THA,1992,400
Thailand,THA,1993,400
Thailand,THA,1994,400
Thailand,THA,1995,400
Thailand,THA,1996,400
Thailand,THA,1997,400
Thailand,THA,1998,400
Thailand,THA,1999,400
Thailand,THA,2000,1034
Thailand,THA,2001,1454
Thailand,THA,2002,1026
Thailand,THA,2003,1287
Thailand,THA,2004,1167
Thailand,THA,2005,1069
Thailand,THA,2006,1097
Thailand,THA,2007,932
Thailand,THA,2008,823
Thailand,THA,2009,781
Thailand,THA,2010,763
Thailand,THA,2011,523
Thailand,THA,2012,322
Thailand,THA,2013,67
Thailand,THA,2014,144
Thailand,THA,2015,128
Thailand,THA,2016,120
Thailand,THA,2017,125
Thailand,THA,2018,124
Timor,TLS,1961,20
Timor,TLS,1962,20
Timor,TLS,1963,20
Timor,TLS,1964,20
Timor,TLS,1965,20
Timor,TLS,1966,20
Timor,TLS,1967,20
Timor,TLS,1968,20
Timor,TLS,1969,20
Timor,TLS,1970,20
Timor,TLS,1971,20
Timor,TLS,1972,20
Timor,TLS,1973,20
Timor,TLS,1974,20
Timor,TLS,1975,20
Timor,TLS,1976,20
Timor,TLS,1977,20
Timor,TLS,1978,20
Timor,TLS,1979,20
Timor,TLS,1980,20
Timor,TLS,1981,20
Timor,TLS,1982,20
Timor,TLS,1983,20
Timor,TLS,1984,20
Timor,TLS,1985,22
Timor,TLS,1986,22
Timor,TLS,1987,25
Timor,TLS,1988,25
Timor,TLS,1989,25
Timor,TLS,1990,31
Timor,TLS,1991,23
Timor,TLS,1992,29
Timor,TLS,1993,32
Timor,TLS,1994,50
Timor,TLS,1995,92
Timor,TLS,1996,83
Timor,TLS,1997,57
Timor,TLS,1998,60
Timor,TLS,1999,100
Timor,TLS,2000,92
Timor,TLS,2001,97
Timor,TLS,2002,102
Timor,TLS,2003,108
Timor,TLS,2004,113
Timor,TLS,2005,118
Timor,TLS,2006,123
Timor,TLS,2007,128
Timor,TLS,2008,133
Timor,TLS,2009,137
Timor,TLS,2010,142
Timor,TLS,2011,147
Timor,TLS,2012,151
Timor,TLS,2013,160
Timor,TLS,2014,167
Timor,TLS,2015,171
Timor,TLS,2016,174
Timor,TLS,2017,179
Timor,TLS,2018,183
Togo,TGO,1961,11550
Togo,TGO,1962,11400
Togo,TGO,1963,13900
Togo,TGO,1964,17500
Togo,TGO,1965,14300
Togo,TGO,1966,16300
Togo,TGO,1967,18338
Togo,TGO,1968,20000
Togo,TGO,1969,23600
Togo,TGO,1970,27900
Togo,TGO,1971,29000
Togo,TGO,1972,18600
Togo,TGO,1973,16500
Togo,TGO,1974,14500
Togo,TGO,1975,17750
Togo,TGO,1976,14100
Togo,TGO,1977,16700
Togo,TGO,1978,12600
Togo,TGO,1979,15300
Togo,TGO,1980,16300
Togo,TGO,1981,11000
Togo,TGO,1982,13800
Togo,TGO,1983,16600
Togo,TGO,1984,9795
Togo,TGO,1985,14272
Togo,TGO,1986,12585
Togo,TGO,1987,11057
Togo,TGO,1988,8265
Togo,TGO,1989,7646
Togo,TGO,1990,6814
Togo,TGO,1991,4100
Togo,TGO,1992,6000
Togo,TGO,1993,7200
Togo,TGO,1994,5500
Togo,TGO,1995,6000
Togo,TGO,1996,14200
Togo,TGO,1997,5800
Togo,TGO,1998,12200
Togo,TGO,1999,7000
Togo,TGO,2000,6600
Togo,TGO,2001,10200
Togo,TGO,2002,7500
Togo,TGO,2003,5100
Togo,TGO,2004,21700
Togo,TGO,2005,53000
Togo,TGO,2006,73000
Togo,TGO,2007,78000
Togo,TGO,2008,111000
Togo,TGO,2009,105000
Togo,TGO,2010,101500
Togo,TGO,2011,142500
Togo,TGO,2012,34500
Togo,TGO,2013,15000
Togo,TGO,2014,64000
Togo,TGO,2015,37833
Togo,TGO,2016,38944
Togo,TGO,2017,46926
Togo,TGO,2018,41235
Tonga,TON,1983,20
Tonga,TON,1984,20
Tonga,TON,1985,20
Tonga,TON,1986,20
Tonga,TON,1987,20
Tonga,TON,1988,20
Tonga,TON,1989,20
Tonga,TON,1990,0
Tonga,TON,1991,0
Tonga,TON,1992,0
Trinidad and Tobago,TTO,1961,7030
Trinidad and Tobago,TTO,1962,6715
Trinidad and Tobago,TTO,1963,7322
Trinidad and Tobago,TTO,1964,4716
Trinidad and Tobago,TTO,1965,5062
Trinidad and Tobago,TTO,1966,5416
Trinidad and Tobago,TTO,1967,5283
Trinidad and Tobago,TTO,1968,6873
Trinidad and Tobago,TTO,1969,3464
Trinidad and Tobago,TTO,1970,6213
Trinidad and Tobago,TTO,1971,3767
Trinidad and Tobago,TTO,1972,4821
Trinidad and Tobago,TTO,1973,3162
Trinidad and Tobago,TTO,1974,4161
Trinidad and Tobago,TTO,1975,5240
Trinidad and Tobago,TTO,1976,3250
Trinidad and Tobago,TTO,1977,3345
Trinidad and Tobago,TTO,1978,3398
Trinidad and Tobago,TTO,1979,2628
Trinidad and Tobago,TTO,1980,2381
Trinidad and Tobago,TTO,1981,3145
Trinidad and Tobago,TTO,1982,2247
Trinidad and Tobago,TTO,1983,1732
Trinidad and Tobago,TTO,1984,1560
Trinidad and Tobago,TTO,1985,1307
Trinidad and Tobago,TTO,1986,1426
Trinidad and Tobago,TTO,1987,1501
Trinidad and Tobago,TTO,1988,1712
Trinidad and Tobago,TTO,1989,1492
Trinidad and Tobago,TTO,1990,2110
Trinidad and Tobago,TTO,1991,2000
Trinidad and Tobago,TTO,1992,1139
Trinidad and Tobago,TTO,1993,1778
Trinidad and Tobago,TTO,1994,1443
Trinidad and Tobago,TTO,1995,1762
Trinidad and Tobago,TTO,1996,2292
Trinidad and Tobago,TTO,1997,1740
Trinidad and Tobago,TTO,1998,1270
Trinidad and Tobago,TTO,1999,1160
Trinidad and Tobago,TTO,2000,1593
Trinidad and Tobago,TTO,2001,611
Trinidad and Tobago,TTO,2002,1643
Trinidad and Tobago,TTO,2003,984
Trinidad and Tobago,TTO,2004,1321
Trinidad and Tobago,TTO,2005,915
Trinidad and Tobago,TTO,2006,1600
Trinidad and Tobago,TTO,2007,800
Trinidad and Tobago,TTO,2008,700
Trinidad and Tobago,TTO,2009,600
Trinidad and Tobago,TTO,2010,700
Trinidad and Tobago,TTO,2011,400
Trinidad and Tobago,TTO,2012,500
Trinidad and Tobago,TTO,2013,294
Trinidad and Tobago,TTO,2014,329
Trinidad and Tobago,TTO,2015,368
Trinidad and Tobago,TTO,2016,326
Trinidad and Tobago,TTO,2017,320
Trinidad and Tobago,TTO,2018,338
Uganda,UGA,1961,20
Uganda,UGA,1962,25
Uganda,UGA,1963,25
Uganda,UGA,1964,30
Uganda,UGA,1965,30
Uganda,UGA,1966,32
Uganda,UGA,1967,46
Uganda,UGA,1968,86
Uganda,UGA,1969,147
Uganda,UGA,1970,241
Uganda,UGA,1971,145
Uganda,UGA,1972,190
Uganda,UGA,1973,200
Uganda,UGA,1974,100
Uganda,UGA,1975,100
Uganda,UGA,1976,200
Uganda,UGA,1977,100
Uganda,UGA,1978,200
Uganda,UGA,1979,200
Uganda,UGA,1980,100
Uganda,UGA,1981,100
Uganda,UGA,1982,100
Uganda,UGA,1983,200
Uganda,UGA,1984,271
Uganda,UGA,1985,186
Uganda,UGA,1986,69
Uganda,UGA,1987,100
Uganda,UGA,1988,224
Uganda,UGA,1989,461
Uganda,UGA,1990,1000
Uganda,UGA,1991,1200
Uganda,UGA,1992,1200
Uganda,UGA,1993,1500
Uganda,UGA,1994,1700
Uganda,UGA,1995,2000
Uganda,UGA,1996,2500
Uganda,UGA,1997,2700
Uganda,UGA,1998,2800
Uganda,UGA,1999,3500
Uganda,UGA,2000,3950
Uganda,UGA,2001,3950
Uganda,UGA,2002,3500
Uganda,UGA,2003,3800
Uganda,UGA,2004,4500
Uganda,UGA,2005,5000
Uganda,UGA,2006,8500
Uganda,UGA,2007,10006
Uganda,UGA,2008,13000
Uganda,UGA,2009,15000
Uganda,UGA,2010,15000
Uganda,UGA,2011,18000
Uganda,UGA,2012,16000
Uganda,UGA,2013,20000
Uganda,UGA,2014,27300
Uganda,UGA,2015,26600
Uganda,UGA,2016,29100
Uganda,UGA,2017,27667
Uganda,UGA,2018,27789
Vanuatu,VUT,1961,663
Vanuatu,VUT,1962,810
Vanuatu,VUT,1963,940
Vanuatu,VUT,1964,515
Vanuatu,VUT,1965,696
Vanuatu,VUT,1966,700
Vanuatu,VUT,1967,700
Vanuatu,VUT,1968,900
Vanuatu,VUT,1969,600
Vanuatu,VUT,1970,700
Vanuatu,VUT,1971,300
Vanuatu,VUT,1972,800
Vanuatu,VUT,1973,700
Vanuatu,VUT,1974,700
Vanuatu,VUT,1975,700
Vanuatu,VUT,1976,700
Vanuatu,VUT,1977,700
Vanuatu,VUT,1978,1000
Vanuatu,VUT,1979,1000
Vanuatu,VUT,1980,723
Vanuatu,VUT,1981,868
Vanuatu,VUT,1982,528
Vanuatu,VUT,1983,1297
Vanuatu,VUT,1984,782
Vanuatu,VUT,1985,982
Vanuatu,VUT,1986,1281
Vanuatu,VUT,1987,1168
Vanuatu,VUT,1988,756
Vanuatu,VUT,1989,1538
Vanuatu,VUT,1990,2173
Vanuatu,VUT,1991,2174
Vanuatu,VUT,1992,1357
Vanuatu,VUT,1993,2118
Vanuatu,VUT,1994,1205
Vanuatu,VUT,1995,1778
Vanuatu,VUT,1996,939
Vanuatu,VUT,1997,1757
Vanuatu,VUT,1998,1500
Vanuatu,VUT,1999,891
Vanuatu,VUT,2000,1558
Vanuatu,VUT,2001,799
Vanuatu,VUT,2002,1147
Vanuatu,VUT,2003,1521
Vanuatu,VUT,2004,865
Vanuatu,VUT,2005,926
Vanuatu,VUT,2006,1314
Vanuatu,VUT,2007,972
Vanuatu,VUT,2008,1500
Vanuatu,VUT,2009,1500
Vanuatu,VUT,2010,1700
Vanuatu,VUT,2011,1200
Vanuatu,VUT,2012,2000
Vanuatu,VUT,2013,2000
Vanuatu,VUT,2014,1656
Vanuatu,VUT,2015,1686
Vanuatu,VUT,2016,1789
Vanuatu,VUT,2017,1833
Vanuatu,VUT,2018,1878
Venezuela,VEN,1961,16901
Venezuela,VEN,1962,18910
Venezuela,VEN,1963,20771
Venezuela,VEN,1964,20469
Venezuela,VEN,1965,20173
Venezuela,VEN,1966,19881
Venezuela,VEN,1967,20659
Venezuela,VEN,1968,19332
Venezuela,VEN,1969,18278
Venezuela,VEN,1970,18884
Venezuela,VEN,1971,19413
Venezuela,VEN,1972,16718
Venezuela,VEN,1973,19081
Venezuela,VEN,1974,17928
Venezuela,VEN,1975,19953
Venezuela,VEN,1976,15091
Venezuela,VEN,1977,16389
